Altitude_km,Inclination_deg,0.01_mmAl_rel_diff,0.1_mmAl_rel_diff,0.2_mmAl_rel_diff,0.3_mmAl_rel_diff,0.4_mmAl_rel_diff,0.5_mmAl_rel_diff,0.6_mmAl_rel_diff,0.7_mmAl_rel_diff,0.8_mmAl_rel_diff,0.9_mmAl_rel_diff,1.0_mmAl_rel_diff,1.1_mmAl_rel_diff,1.2_mmAl_rel_diff,1.3_mmAl_rel_diff,1.4_mmAl_rel_diff,1.5_mmAl_rel_diff,1.6_mmAl_rel_diff,1.7_mmAl_rel_diff,1.8_mmAl_rel_diff,1.9_mmAl_rel_diff,2.0_mmAl_rel_diff,2.25_mmAl_rel_diff,2.5_mmAl_rel_diff,2.75_mmAl_rel_diff,3.0_mmAl_rel_diff,3.25_mmAl_rel_diff,3.5_mmAl_rel_diff,3.75_mmAl_rel_diff,4.0_mmAl_rel_diff,4.25_mmAl_rel_diff,4.5_mmAl_rel_diff,4.75_mmAl_rel_diff,5.0_mmAl_rel_diff,5.25_mmAl_rel_diff,5.5_mmAl_rel_diff,5.75_mmAl_rel_diff,6.0_mmAl_rel_diff,6.25_mmAl_rel_diff,6.5_mmAl_rel_diff,6.75_mmAl_rel_diff,7.0_mmAl_rel_diff,7.25_mmAl_rel_diff,7.5_mmAl_rel_diff,7.75_mmAl_rel_diff,8.0_mmAl_rel_diff,8.25_mmAl_rel_diff,8.5_mmAl_rel_diff,8.75_mmAl_rel_diff,9.0_mmAl_rel_diff,9.5_mmAl_rel_diff,10.0_mmAl_rel_diff,10.5_mmAl_rel_diff,11.0_mmAl_rel_diff,11.5_mmAl_rel_diff,12.0_mmAl_rel_diff,12.5_mmAl_rel_diff,13.0_mmAl_rel_diff,13.5_mmAl_rel_diff,14.0_mmAl_rel_diff,14.5_mmAl_rel_diff,15.0_mmAl_rel_diff,16.0_mmAl_rel_diff,17.0_mmAl_rel_diff,18.0_mmAl_rel_diff,19.0_mmAl_rel_diff,20.0_mmAl_rel_diff,30.0_mmAl_rel_diff,40.0_mmAl_rel_diff,50.0_mmAl_rel_diff,100.0_mmAl_rel_diff
200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,10.0,0.5935185185185186,0.6454368932038834,0.5978578383641673,0.5328542094455853,0.4983525535420099,0.40561031084154653,0.4615951643815419,0.4923117709437963,0.5375905797101448,0.6432311144353029,0.7166666666666666,0.9307832422586519,0.669341894060995,0.3189882974707434,0.35751028806584384,0.3914227365554799,0.4206349206349205,0.44419391206313397,0.46341463414634143,0.4809202117947782,0.4966208343043581,0.5321459600347527,0.5711987127916331,0.6097560975609757,0.6316704328176601,0.635169082125604,0.6347700556815838,0.6326931470973374,0.6313608104996549,0.6301502666020358,0.628847621470364,0.6271637816245006,0.626043405676127,0.625,0.6239058255357683,0.6224521793665725,0.621665582303188,0.6208291203235592,0.6199442119944212,0.6194594594594593,0.6188174042394943,0.6177147239263803,0.6177865612648221,0.6178266178266179,0.617154811715481,0.6169389509888221,0.6165048543689322,0.6161158895427794,0.6157772621809745,0.6150851581508516,0.6140529531568228,0.6135034556087187,0.6136363636363635,0.6133871898442007,0.6117435590173759,0.6115599751398384,0.6110753380553766,0.6102598267821453,0.609504132231405,0.607675906183369,0.6070381231671553,0.6054474708171209,0.6029654036243821,0.6027874564459932,0.5996326905417817,0.5986460348162477,0.5852575488454703,0.5743272105937633,0.5625875105012601,0.5030895243569478
200.0,20.0,0.49732620320855614,0.46797247220751714,0.4189553042541734,0.3681365576102418,0.3162715517241381,0.26872659176029967,0.22919751258513466,0.2028522775649213,0.19085040696042643,0.18831615120274892,0.19053301511535392,0.19397697077059362,0.19702066314271982,0.1993849308047153,0.20086626962642118,0.20135363790186123,0.2023391812865496,0.20230862697448337,0.20300751879699241,0.20385852090032142,0.20394736842105265,0.2072575017445919,0.21060275962236763,0.2142857142857142,0.21816770186335388,0.22248803827751207,0.22646103896103886,0.22916666666666674,0.2318840579710144,0.23463203463203453,0.23607427055702912,0.23724261414503145,0.23992673992673996,0.240518038852914,0.24196597353497173,0.2432692307692308,0.24366471734892792,0.24481737413622895,0.24561227559923782,0.24633282751643915,0.24663769915166567,0.24802693886141203,0.24826481580352366,0.249064271200941,0.24945864010394092,0.2502795795124133,0.2502813414359668,0.2508551881413912,0.25100887812752215,0.2519192157789063,0.2533076738032234,0.2542035122680284,0.2548064598820814,0.2553901437371664,0.25609916919425024,0.25696167631651523,0.25749827228749145,0.257996632996633,0.25848601050987075,0.25891427739775863,0.2593482504880611,0.2597203012140772,0.2604052143866813,0.2606109324758843,0.260030472320975,0.2599789915966386,0.25150367565159293,0.24256425064972564,0.23191943851083296,0.17787456445993044
200.0,30.0,0.30050420168067227,0.22956753667365204,0.24645222327341543,0.2857142857142858,0.32194408916499184,0.342777085927771,0.339568345323741,0.3221701272605493,0.29320722269991406,0.26573138023519705,0.23656548954765566,0.22545549875475146,0.2073588134626354,0.2013165952235152,0.19840104421602223,0.19050882302552674,0.18904403866809893,0.1872652141247182,0.19227015420651972,0.1929824561403508,0.18940809968847372,0.20040304523063157,0.19882075471698113,0.1986166007905139,0.214856848078411,0.21373230029388202,0.21127531472359062,0.22671950183979628,0.2268491555037857,0.22291481151677073,0.23515077672860185,0.2237697307335189,0.24118207816968562,0.22730199613650992,0.23374050841861993,0.23963599595551055,0.24100102845389104,0.24495476687543505,0.22446808510638294,0.23807816421656502,0.2470544918998525,0.2434259954921112,0.254302103250478,0.2174079754601228,0.25262748151031533,0.2782046097856854,0.24011414594374236,0.2543496271748136,0.23897522049559017,0.2413494809688581,0.24302788844621515,0.2667281956622056,0.26708074534161486,0.23357314148681052,0.2532210109018831,0.26200417536534437,0.25852123754588363,0.26869658119658135,0.23874118285404222,0.2434394193188163,0.27951388888888884,0.2744047619047618,0.25305623471882654,0.2539283469516027,0.29286190793862565,0.3025676613462873,0.2761194029850744,0.36123680241327305,0.2695425195768648,2.307201458523245
200.0,40.0,0.18674033149171265,0.32484237074401,0.3116564417177914,0.2926435926063764,0.3095923261390887,0.35838926174496644,0.41548183254344395,0.4528812685316488,0.45424899290235965,0.4223149113660063,0.37598684210526323,0.33005893909626716,0.29262777023971065,0.2654822335025382,0.24551569506726456,0.2325440194292654,0.22280130293159606,0.21708683473389345,0.21279761904761907,0.2095761381475667,0.20692497938994237,0.2041006523765143,0.1981141744388646,0.1931627751089262,0.18582143721267852,0.17837278489199315,0.17079477408818722,0.16517599538372774,0.16018168054504156,0.156343108044535,0.1540094724808101,0.1522067460983385,0.15162077378877648,0.15112139551441794,0.15188940092165892,0.15253272623790548,0.153322969296541,0.15425848719475876,0.15528836356225795,0.1561399875750673,0.1576576576576576,0.15917107583774248,0.16045197740112993,0.1612096407457937,0.16240706319702602,0.1645106175250184,0.16543026706231467,0.16675101214574894,0.16774193548387095,0.17021276595744683,0.1723849372384938,0.17494089834515347,0.17716413279553223,0.17842583882094698,0.18029556650246303,0.1827768014059754,0.18323863636363646,0.18453683442742497,0.18544776119402973,0.1859024012393493,0.18694241686942425,0.18794774546986948,0.1882096069868997,0.18857660924750674,0.189453125,0.19045174537987686,0.19860896445131382,0.20062660848159353,0.196255731023943,0.21585482330467998
200.0,50.0,0.5124634691421694,0.661635565312843,0.696781173924804,0.7136445242369838,0.7183588317107092,0.7160243407707911,0.71754114502743,0.7238805970149254,0.7375684035212944,0.7566059894304169,0.7776993648553281,0.7974263179742631,0.813730196831493,0.8278508771929824,0.8375697458152511,0.8441196938065414,0.8484848484848484,0.8529411764705883,0.8550863723608446,0.8559880876409274,0.8567389255419415,0.8585150175331606,0.8588211867781761,0.8557489451476794,0.8492373181979425,0.8387409200968523,0.8239625167336011,0.8050373134328359,0.7832396391685188,0.7566428440535091,0.7259051504334524,0.6926589392342817,0.6548127074442864,0.6132252027448535,0.5717722534081795,0.529294935451837,0.4920559072990087,0.4590846047156729,0.4342063742505522,0.4154437456324247,0.4024621212121213,0.39158316633266543,0.38563885955649413,0.38622082585278283,0.3814006888633754,0.3812351543942991,0.3829839704069051,0.3825977301387138,0.38415584415584414,0.3848862405200433,0.38846263142938353,0.39026548672566386,0.3897482559902943,0.39552715654952064,0.3959357587676171,0.3990466462376576,0.4028318584070798,0.39950106913756245,0.4031065088757395,0.40692307692307694,0.40570089808668497,0.40727124183006547,0.40786660966224875,0.4088078291814947,0.40804066543438067,0.4090471607314725,0.4196242171189979,0.4277566539923954,0.4163560622670468,0.49633967789165445
200.0,60.0,0.5354987803312363,0.5131914893617022,0.5106714441501792,0.5074517468849256,0.5030785947120608,0.5010235414534288,0.5031358885017421,0.510110294117647,0.5238432483474977,0.5407363596037262,0.5599274705349049,0.5788440567066522,0.5966451612903225,0.6125827814569536,0.6267361111111112,0.6378421261404206,0.648064806480648,0.6558375634517766,0.6624857468643102,0.6685823754789273,0.6723768736616702,0.6810912511759173,0.6819761668321749,0.6757380834570346,0.6632090046347385,0.6439619274241524,0.6175170751305745,0.5841905793178126,0.5465116279069768,0.5057915057915059,0.4611125094387112,0.41639715394566634,0.3705275924802911,0.32886572350459176,0.28988095238095224,0.25494963529003134,0.2256654747715534,0.20097604259094926,0.18516674962667978,0.16924719701014412,0.16062176165803121,0.15436654366543667,0.14912846998063256,0.14789219073946103,0.1427571728481456,0.14233576642335777,0.14507370054305646,0.14365079365079358,0.14593698175787728,0.14649122807017534,0.14654377880184333,0.14754098360655732,0.15075734471891833,0.15306231899603118,0.15312118860184065,0.15850348164758632,0.15806060606060623,0.15839009287925698,0.16310755928206477,0.16566347469220255,0.16589926049951176,0.16881576997183934,0.17357471811973957,0.1758903193445911,0.17840789010214864,0.18161559888579393,0.20806545879602578,0.22498962224989638,0.23939235201676268,0.2528022417934348
200.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,80.0,0.44317617866004966,0.4169708029197081,0.41355216119597005,0.4090457256461233,0.40293696275071644,0.39782823297137226,0.39643799472295504,0.3977663230240549,0.404259991216513,0.4134324249931187,0.4251019021739131,0.43503289473684204,0.4457831325301205,0.4544138929088277,0.46159029649595684,0.4668218859138533,0.4692341744134574,0.4728096676737159,0.4724900737379467,0.47167409293443674,0.47109207708779444,0.46254681647940066,0.4445253702354941,0.42001870907390093,0.3830455259026688,0.34391143911439115,0.2986738999397227,0.2518063583815029,0.21084337349397586,0.17258629314657337,0.1383219954648527,0.1118971061093248,0.08885754583921024,0.07265625000000009,0.05962521294718903,0.04940530649588282,0.04203323558162264,0.036296143534749525,0.03299807887896944,0.029326532977860253,0.02761413843888061,0.026713578316392983,0.02564102564102555,0.025857059848925168,0.02452748521136927,0.02463724304715842,0.02568297071814185,0.025221312844496246,0.02596714361420238,0.026460026460026542,0.0268268268268268,0.027135891456434136,0.028316967344142574,0.029318348399706817,0.02987742594484155,0.0318613750698713,0.03189655172413808,0.032076032076032046,0.033816425120772875,0.035141589901057424,0.03538892782060277,0.03739030904234997,0.039190897597977115,0.04074241738343143,0.042864101315148506,0.04402515723270417,0.06237816764132553,0.07392638036809807,0.11033274956217154,0.12423979148566455
200.0,90.0,0.4462966145385805,0.424975798644724,0.4222645429362881,0.41810459251393683,0.41257668711656437,0.40719196192490736,0.40466101694915246,0.40625,0.41117226841550525,0.4186658864833235,0.4283402265779537,0.4372425753305875,0.44642396075393753,0.45325264750378214,0.45945945945945943,0.462962962962963,0.4652014652014651,0.467047223663726,0.4670553935860058,0.4651011089367254,0.4628279883381925,0.45109211775878433,0.4325911426474187,0.40555729004058705,0.36741463414634157,0.32741857073407865,0.2822485207100591,0.23660084626234124,0.19632414369256468,0.15949734171097152,0.12704471101417658,0.10234278668310726,0.08159136884693186,0.06557377049180335,0.05348460291734192,0.04434782608695653,0.03710575139146566,0.03128054740957964,0.028932704672095966,0.025587524708982956,0.023947919088583847,0.023077872392941012,0.02197521400281066,0.022145804676753755,0.02089307660794759,0.021030042918454894,0.021840148698884843,0.021508777479044783,0.022084657855111045,0.022381378692927445,0.02256779821733379,0.022900763358778553,0.024031175579129815,0.024791473586654345,0.02494550738677659,0.02652519893899208,0.026452140714480432,0.026783197067944853,0.02814316304680342,0.029182879377431803,0.029304029304029422,0.030467899891186256,0.03249097472924167,0.03362068965517251,0.03432282003710574,0.03546453546453554,0.04664179104477606,0.05656208572691113,0.06444818871103619,0.06850459482038418
