Altitude_km,Inclination_deg,0.01_mmAl,0.1_mmAl,0.2_mmAl,0.3_mmAl,0.4_mmAl,0.5_mmAl,0.6_mmAl,0.7_mmAl,0.8_mmAl,0.9_mmAl,1.0_mmAl,1.1_mmAl,1.2_mmAl,1.3_mmAl,1.4_mmAl,1.5_mmAl,1.6_mmAl,1.7_mmAl,1.8_mmAl,1.9_mmAl,2.0_mmAl,2.25_mmAl,2.5_mmAl,2.75_mmAl,3.0_mmAl,3.25_mmAl,3.5_mmAl,3.75_mmAl,4.0_mmAl,4.25_mmAl,4.5_mmAl,4.75_mmAl,5.0_mmAl,5.25_mmAl,5.5_mmAl,5.75_mmAl,6.0_mmAl,6.25_mmAl,6.5_mmAl,6.75_mmAl,7.0_mmAl,7.25_mmAl,7.5_mmAl,7.75_mmAl,8.0_mmAl,8.25_mmAl,8.5_mmAl,8.75_mmAl,9.0_mmAl,9.5_mmAl,10.0_mmAl,10.5_mmAl,11.0_mmAl,11.5_mmAl,12.0_mmAl,12.5_mmAl,13.0_mmAl,13.5_mmAl,14.0_mmAl,14.5_mmAl,15.0_mmAl,16.0_mmAl,17.0_mmAl,18.0_mmAl,19.0_mmAl,20.0_mmAl,30.0_mmAl,40.0_mmAl,50.0_mmAl,100.0_mmAl
200.0,60.0,1.8295954726472439,1.4224215246636773,1.5807525807525806,1.5482335254322224,1.3882472826086958,1.207391304347826,1.0230192719486082,0.8455128205128206,0.6812030075187969,0.5316565481352993,0.40019762845849804,0.2849037712760041,0.18568232662192385,0.10015153602424576,0.026431718061673992,-0.03736447039199331,-0.09344770943602843,-0.14314194577352468,-0.18783930510314872,-0.22844318450271672,-0.2656049319291035,-0.34762054837693035,-0.4165384615384615,-0.4742990654205608,-0.5206313416009019,-0.5572591587516961,-0.5827110389610389,-0.5973887814313346,-0.6046082949308755,-0.6027341079972659,-0.5920670751370526,-0.5777354900095147,-0.5546423811639272,-0.5308609958506224,-0.5021033653846154,-0.46916982431966936,-0.4345098039215687,-0.3977072310405644,-0.3677872553938786,-0.3278418451400329,-0.29515151515151516,-0.26578073089700993,-0.2362598144182726,-0.2142298670836591,-0.1876006441223832,-0.16991452991452982,-0.15855689176688248,-0.14550669216061185,-0.137572020620641,-0.12551484933882506,-0.11872564749025893,-0.11686123480563249,-0.12035150280183393,-0.12202340912148513,-0.12539925010415232,-0.13152028533214455,-0.13171102661596956,-0.13674418604651162,-0.14208010548870953,-0.14394200897480147,-0.14669711876317637,-0.15223489807368618,-0.15891238670694863,-0.16369426751592353,-0.1693927851221152,-0.17215249822401124,-0.23277819833459512,-0.2763086886130599,-0.24988713318284428,-0.014276002719238678
2500.0,50.0,-0.1920920201294033,-0.4820971867007673,-0.3922354678763582,-0.2849729241877257,-0.21885521885521886,-0.20223152022315205,-0.21532462057335577,-0.23972805202483005,-0.25962293794186964,-0.27987029184335244,-0.28377962449984606,-0.2879677182685253,-0.2891670263271472,-0.28053624627606755,-0.27765237020316025,-0.2724968314321926,-0.26300984528832627,-0.26112412177985944,-0.2482493595217763,-0.2445581395348837,-0.24274005868663362,-0.20574221136224802,-0.1804814761424247,-0.14495903695034273,-0.1160545248012117,-0.07578359811077717,-0.034657039711191384,0.01690367587872288,0.0904159132007234,0.16543624161073822,0.23042836041358927,0.2903094462540716,0.3520385795703638,0.4106805293005671,0.4550928248871049,0.4863588667366212,0.46350762527233114,0.49245388485187247,0.514654161781946,0.4731563421828908,0.48092065414900054,0.4641744548286604,0.45483259633607065,0.4750328515111695,0.4227272727272726,0.4212624584717608,0.45473537604456826,0.43569922698524244,0.44517066085693546,0.4042232277526394,0.3950233281493001,0.3753007217321571,0.3747913188647747,0.37683664649956783,0.3154185022026432,0.36195752539242854,0.3240223463687151,0.2881355932203389,0.31501472031403344,0.2979558956801933,0.2869176900436414,0.2782270769877113,0.2931223906833662,0.27996381727725006,0.260053619302949,0.25346177001806147,0.20233273934877682,0.17202072538860103,0.16591704147926034,0.2565480188045668
2500.0,40.0,-0.19787332408691627,-0.4877883310719131,-0.4030277544154752,-0.3014639436110609,-0.24006791171477082,-0.22771152754116974,-0.24358752166377817,-0.27010789602746443,-0.29129720853858787,-0.311988242704178,-0.3146652774159937,-0.3170199501246883,-0.31615752668384245,-0.30390492359932086,-0.29869502174963747,-0.2906029331884845,-0.278648974668275,-0.27412868632707776,-0.2586080586080586,-0.25334928229665077,-0.24926279271465746,-0.20601440952281502,-0.17554628038301,-0.13528077141236527,-0.10338766379034836,-0.06026705160591839,-0.01792547834843905,0.03466010733452585,0.10913642052565709,0.18406440866185458,0.2477929984779299,0.30612244897959173,0.3666068222621184,0.42261675028946355,0.4656582174979558,0.4936061381074168,0.46863957597173145,0.49592760180995477,0.5170616113744075,0.4735588375416866,0.4802149487054226,0.46258161727774993,0.451678535096643,0.4711792702273929,0.41901776384535006,0.4181818181818182,0.45042016806722684,0.43131712832108526,0.44042056074766345,0.399878640776699,0.3902439024390243,0.37096774193548376,0.3691275167785235,0.37039610840861714,0.30970942593905026,0.3566121842496286,0.3176029962546816,0.2827899924184989,0.30963665086887837,0.2925445705024312,0.2810457516339868,0.27241962774957695,0.28672566371681407,0.2741347905282332,0.25469924812030076,0.24757281553398047,0.19528795811518318,0.1645420999664542,0.15833164608220285,0.24727074235807867
200.0,70.0,1.022628858779159,0.8768590124925639,0.9722733672695765,0.9496956103812881,0.854997854997855,0.7476203426706554,0.635486018641811,0.521980198019802,0.412962962962963,0.31030818278427197,0.21899576527525721,0.13734776725304476,0.0672713529856388,0.0075125208681134925,-0.0440771349862259,-0.08688228204098036,-0.12393442622950823,-0.15696564885496178,-0.18491295938104446,-0.20941241993873572,-0.23185787413429693,-0.27663043478260874,-0.30912235192390836,-0.33102918586789554,-0.33998213754093476,-0.34410844629822734,-0.33840000000000003,-0.3263445761166819,-0.3127937336814621,-0.293317563571851,-0.27014531043593126,-0.24851190476190477,-0.22322158626328703,-0.20154826958105643,-0.1796695042563845,-0.15803221593382666,-0.1379269729093051,-0.11889168765743074,-0.10596765197992186,-0.08866995073891637,-0.07655354098868739,-0.06657811721733342,-0.056518723994452014,-0.049953051643192525,-0.04129904261310313,-0.03654681943895699,-0.03369821850182442,-0.029896680589140412,-0.02773892773892772,-0.02476857643232422,-0.023089171974522316,-0.02277840269966258,-0.023340406183692042,-0.023994811932555038,-0.02539790044023027,-0.02706711160548758,-0.027428571428571358,-0.028728846910665018,-0.030315969257045272,-0.031207598371777556,-0.03203342618384408,-0.03385548256695314,-0.03631284916201116,-0.03779244151169758,-0.039999999999999925,-0.04166666666666663,-0.0669665809768637,-0.08927851672712617,-0.08453966415749847,-0.010625596943648397
1600.0,20.0,0.00045787545787545625,-0.4034423035289023,-0.30389541088580574,-0.1526032315978456,-0.03392434988179671,0.018327841845140025,0.018458549222797993,-0.0070356472795497504,-0.03380102040816324,-0.056836902800659006,-0.05766670080917746,-0.04829789848838639,-0.033208200981807656,-0.0009938711280437218,0.02393865719094812,0.05179945912211359,0.08310502283105015,0.1000499001996007,0.1315577078288943,0.1482549754831266,0.16003700277520805,0.22887700534759348,0.2747784045124899,0.32795698924731176,0.3650097465886939,0.40911499735029144,0.4453302961275627,0.48571428571428577,0.5449804432855281,0.5984743411927878,0.6340394448502558,0.6625482625482626,0.6958266452648476,0.7261306532663316,0.7487001733102252,0.7611012433392539,0.7257039055404177,0.7449355432780846,0.759047619047619,0.7130600571973309,0.7158098933074686,0.6943620178041543,0.6802788844621515,0.6936309645709604,0.6430594900849858,0.6365503080082136,0.6599490878235044,0.6370409792442788,0.6392907647122812,0.5895439377085652,0.5710892432982695,0.5436859675376999,0.5366430260047281,0.5325994919559696,0.4692928798629801,0.5119228817858954,0.47167409293443674,0.4355293514483465,0.45769892757844555,0.4397728808976613,0.4262428687856561,0.41361987161596425,0.4254671881790526,0.4094009489916963,0.38534063260340634,0.37546875,0.3114951768488745,0.27514940239043817,0.26651012621074255,0.40174672489082974
1800.0,90.0,-0.1018099547511312,-0.43597464342313785,-0.33018124507486213,-0.19157351676698198,-0.09224730127576053,-0.05037159372419486,-0.050420168067226934,-0.07062314540059345,-0.09328063241106721,-0.1173515522957902,-0.12685276679841895,-0.13357825128581924,-0.1369180553169559,-0.12863886703383165,-0.12513891975994662,-0.11808484247085094,-0.10706462212486312,-0.1043111245100995,-0.0898655296818629,-0.08490230905861451,-0.08176583493282152,-0.0415904936014625,-0.012779552715655007,0.02623550945698594,0.05882352941176472,0.10022953328232598,0.14032121724429425,0.18813716404077852,0.25369483233105705,0.3177777777777777,0.3690262306863097,0.4132402379105249,0.4610434068191154,0.5070483941287605,0.5416285452881977,0.5660974067046174,0.5416122715404699,0.5694259012016021,0.589391304347826,0.5510846745976208,0.5583184257602862,0.5416055718475072,0.5322461082283172,0.548238897396631,0.5001893222264293,0.496337702390131,0.5223133880328197,0.5019110842888754,0.5058799257272539,0.4606741573033708,0.4457909543388876,0.4214017245191244,0.41545123062898814,0.4132927685466885,0.3525504151838672,0.3952110589977784,0.3570719602977668,0.32224168126094566,0.34525660964230176,0.3286472148541113,0.31643543223052295,0.30538757559098406,0.31844215349369986,0.3044372612400823,0.28209000302023557,0.27411325451151214,0.21963190184049086,0.19062339000515194,0.18538980969920194,0.31095739663574906
20000.0,10.0,-0.7022921844794257,-0.38189120116830966,-0.31779661016949157,-0.27970890410958904,-0.25858767879265687,-0.24265644955300125,-0.233050112710248,-0.23045097227968558,-0.23456790123456794,-0.24407252440725247,-0.2565893934582407,-0.2707736389684814,-0.28508420208500396,-0.29986613119143235,-0.31370608609599204,-0.3271334792122538,-0.339975845410628,-0.35306258322237016,-0.36642228739002936,-0.3793214862681745,-0.39252669039145904,-0.4270680095054883,-0.462158273381295,-0.4965290464011691,-0.5284590467376215,-0.5566919929865576,-0.5798009583486915,-0.597677659080353,-0.6100117096018736,-0.616715976331361,-0.6185219831618335,-0.6157582938388626,-0.6085714285714285,-0.5974001147008221,-0.5823801411535654,-0.5638957816377171,-0.5415676959619953,-0.5152756702073849,-0.4847347994825356,-0.45016528925619836,-0.4108649789029536,-0.36736884476049914,-0.32014266304347827,-0.26987849072692394,-0.21846072467601163,-0.16769180964713504,-0.1200311769290725,-0.0783049286043298,-0.04482390608324438,-0.0060646900269542,-0.005533596837944632,-0.02979842243645925,-0.06349952963311378,-0.099703557312253,-0.13361980765295678,-0.16393097643097643,-0.19022969912649623,-0.21330098158155952,-0.2334384858044164,-0.2512354901735433,-0.26694766420793814,-0.2937105390966489,-0.3151408450704225,-0.3322492519838689,-0.3439601829432338,-0.35292482979019035,-0.36735798016230836,-0.3727436823104693,-0.3769934640522876,-0.3988814317673378
1000.0,50.0,0.6837874050915587,0.11862562189054726,0.33479648842777343,0.5670103092783505,0.7003984063745019,0.7227593415207734,0.6653696498054475,0.5682062298603652,0.4629370629370628,0.36173913043478256,0.2824267782426779,0.21671145858783292,0.16479820627802688,0.1314168377823408,0.10241069857469642,0.08229813664596275,0.07026109106346845,0.05626302384811299,0.053580370555833756,0.04695089044792233,0.04033662217063272,0.05660377358490565,0.07379337854008772,0.10608139003200723,0.14006179196704438,0.1853348729792148,0.23145780051150888,0.2865168539325842,0.3567026194144838,0.42462311557788945,0.48198198198198194,0.5295256534365924,0.5819613457408732,0.6309523809523809,0.6715808573372646,0.7051070840197693,0.6885485047410649,0.7249968862872089,0.7520425366359746,0.720753729390212,0.734475374732334,0.7214912280701755,0.716107568616579,0.7347230154197602,0.6881279184944107,0.6846341814000287,0.7102137767220902,0.6902668057832761,0.6912772111432486,0.64204633805007,0.6237561206760385,0.594191270860077,0.5858835143139192,0.5811333445434672,0.5152957171991843,0.5591549295774647,0.5173997526938703,0.4791963015647227,0.5021120293847567,0.4822801425089067,0.46787262106651584,0.45333075135553824,0.4633950120675785,0.44398682042833615,0.415504858470638,0.4019969611460821,0.30490523968784844,0.2525879917184266,0.24356354720065387,0.39190018408672533
200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900.0,30.0,1.231404958677686,0.3646599264705883,0.5925707547169812,0.890520694259012,1.0764969664996045,1.0983004134129537,1.0007215007215007,0.8501927284092092,0.7011397214014352,0.5739974824671821,0.49537037037037046,0.446814044213264,0.4220623501199041,0.4271255060728745,0.43327102803738327,0.4473039215686274,0.4701986754966887,0.48003802281368824,0.506066734074823,0.5182012847965738,0.5251554550593556,0.584126984126984,0.6191474493361286,0.6611068991660349,0.6860371267150929,0.7188306104901119,0.7425203989120581,0.7692307692307692,0.8160000000000001,0.8531285908283714,0.8737138524856494,0.8859204148348552,0.90580884054617,0.9259259259259258,0.9384879304006861,0.9463171036204745,0.9032503809040122,0.9224348272762297,0.9341618191433103,0.8870669135149432,0.8894256575415995,0.8662116040955632,0.8530219780219781,0.8646214466647903,0.812239221140473,0.8037172627428892,0.8252933507170794,0.8011611030478956,0.8007096392667061,0.7439061089377068,0.7225609756097562,0.6903584672435106,0.678520625889047,0.6736536601096421,0.6039394432687613,0.6482665769101312,0.6047924400944988,0.564663951120163,0.5873293664683235,0.565946814206675,0.5503584229390681,0.5338235294117648,0.5422857142857143,0.520731944714814,0.4895397489539748,0.4740498569677156,0.36592897581060213,0.3069431354068488,0.29255711127487105,0.4339622641509433
